,Name,Coordinates,Address,City,Postal,Province,In Peel,Website,Email,Phone,Citizen test preparation,Help with daily life,Refugee services,Job language training,Job search support,LGBT services,Language assessment,Language training,Other services,Senior services,Women services,Youth services
275,Conseil de développement des municipalites bilingue de Manitoba,"(49.89236, -97.11183)",200 - 614 Des Meurons St,Winnipeg ,R2H 2P9,Manitoba,no,https://cdem.com,cdem@cdem.com,204-925-2320,no,no,no,no,yes,no,no,no,yes,no,no,no
276,Conseil de developpement economique des Territoires du Nord-Ouest,"(62.452731, -114.375328)","5204, 50th Avenue, suite 102",Yellowknife,X1A 1E2,Northwest Territories,no,http://www.cdetno.com/en,,867-873-5962,no,no,no,no,yes,no,no,no,yes,yes,no,yes
277,Conseil des organismes francophones de la région de Durham,"(43.918133, -78.95775)",4101 Baldwin Street South,Whitby,L1R 2W6,Ontario,no,http://www.cofrd.org,cbazinet@cofrd.org,905-434-7676,no,yes,no,no,no,yes,no,no,no,no,no,yes
278,Conseil des organismes francophones de la région de Durham,"(43.896125, -78.86232)","57 Simcoe Street South, Suite 2D",Oshawa,L1H 4G4,Ontario,no,http://www.cofrd.org,cbazinet@cofrd.org,905-434-7676,no,yes,no,no,yes,yes,no,no,no,no,no,yes
279,Conseil Économique du Nouveau-Brunswick Inc.,"(46.091, -64.782831)","236 St. George Street, Suite 314",Moncton,E1C 1W1,New Brunswick,no,http://cenb.com/,cenb@cenb.com,506-857-3143,no,no,no,no,yes,no,no,no,yes,no,yes,no
280,Conseil Économique et Coopératif de la Saskatchewan (CÉCS) formerly known as  Conseil de la Coopération de la Saskatchewan,"(50.485255, -104.601867)",#205 - 1440 9th Avenue N,Regina,S4R 8B1,Saskatchewan,no,http://www.cecs-sk.ca,,306-566-6001,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes
281,Conseil Économique et Coopératif de la Saskatchewan (CÉCS) formerly known as  Conseil de la Coopération de la Saskatchewan,"(52.1316307, -106.6605476)",102-308 4th Ave North,Saskatoon,S7K 2L7,Saskatchewan,no,http://www.cecs-sk.ca,,306-244-4916,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes
282,Conseil jeunesse provincial inc.,"(49.892442, -97.119395)",(234-236) 340 Provencher Boulevard,Winnipeg,R2H 0G7,Manitoba,no,https://conseil-jeunesse.mb.ca/,direction@conseil-jeunesse.mb.ca,204-237-8947,no,yes,no,no,no,no,no,no,yes,no,no,yes
283,Conseil pour le développement de l'alphabétisme et des compétences des adultes du Nouveau-Brunswick (CODAC NB),"(46.091, -64.782831)","236 Saint-George Street, Suite 425",Moncton,E1C 1W1,New Brunswick,no,https://www.codacnb.ca/,,866-473-4404,no,no,no,no,no,no,no,no,yes,no,no,no
284,Conseil scolaire catholique MonAvenir,"(43.786625, -79.423607)",110 Drewry Avenue,Toronto,M2M 1C8,Ontario,no,https://www.cscmonavenir.ca/,,416-397-6564,no,no,no,no,no,no,no,no,no,no,no,yes
285,Conseil scolaire catholique MonAvenir,"(43.614208, -79.746548)",1780 Meadowvale Boulevard,Mississauga,L5N 7L4,Ontario,yes,https://www.cscmonavenir.ca/,info@cdcd.org,905-820-7460,no,yes,no,no,no,no,no,no,no,no,no,yes
286,"Conseil scolaire francophone de la Colombie-Britannique, École Anne-Hébert","(49.219264, -123.046404)",7051 Killarney St,Vancouver,V5S 2Y5,British Columbia,no,http://tefie.csf.bc.ca/,,604-437-4849,no,yes,yes,no,yes,no,no,no,yes,no,no,yes
287,"Conseil scolaire francophone de la Colombie-Britannique, École des Colibris","(49.210914, -123.119486)",590 W 65th Avenue,Vancouver,V6P 2P8,British Columbia,no,http://tefie.csf.bc.ca/,,604-214-2710,no,yes,no,no,yes,no,no,no,yes,no,no,yes
288,"Conseil scolaire francophone de la Colombie-Britannique, École des Navigateurs","(49.151144, -123.163654)",8580 Kilgour place,Richmond,V7C 3R1,British Columbia,no,http://tefie.csf.bc.ca/,,604-295-4056,no,yes,no,no,yes,no,no,no,yes,no,no,yes
289,"Conseil scolaire francophone de la Colombie-Britannique, École des Pionniers-de-Maillardville","(49.276655, -122.735154)",1618 Patricia Avenue,Port Coquitlam,V3B 4A8,British Columbia,no,http://tefie.csf.bc.ca/,,604-552-7915,no,yes,no,no,yes,no,no,no,yes,no,no,yes
290,"Conseil scolaire francophone de la Colombie-Britannique, École Gabrielle-Roy","(49.128389, -122.856923)",6887 132 street,Surrey,V3W 4L9,British Columbia,no,http://tefie.csf.bc.ca/,,604-599-6688,no,yes,no,no,yes,no,no,no,yes,no,no,yes
291,"Conseil scolaire francophone de la Colombie-Britannique, École Jules-Verne ","(49.23656, -123.123005)",5445 Baillie street,Vancouver,V5Z 3M6,British Columbia,no,http://tefie.csf.bc.ca/,patricia_garvey@csf.bc.ca,604-731-8378,no,yes,no,no,yes,no,no,no,yes,no,no,yes
292,"Conseil scolaire francophone de la Colombie-Britannique, École Rose-des-vents","(49.337449, -123.077347)",380 West Kings Rd,North Vancouver,V7N 2L9 ,British Columbia,no,http://tefie.csf.bc.ca/,patricia_garvey@csf.bc.ca,604-980-6040,no,yes,no,no,yes,no,no,no,yes,no,no,yes
293,Coopération Intégration Canada Inc,"(45.431822, -75.64881)",404 MacArthur Ave,Ottawa,K1K 1G8,Ontario,no,https://cican.ca/,info@cican.ca,613-805-3437,yes,no,no,no,no,no,no,yes,no,no,no,no
294,COSTI Immigrant Services,"(43.703733, -79.788654)","10 Gillingham Drive, Suite 300",Brampton,L6X 5A5,Ontario,yes,http://www.costi.org/,info@costi.org,905-459-3584,no,yes,no,no,yes,no,no,yes,no,no,no,yes
295,COSTI Immigrant Services,"(43.657666, -79.407166)",100 Lippincott Street,Toronto,M5S 2P1,Ontario,no,http://www.costi.org/,info@costi.org,647-827-1429,no,no,no,no,no,no,no,no,no,no,no,no
296,COSTI Immigrant Services,"(44.034409, -79.474827)","16655 Yonge Street, Unit 26",Newmarket,L3X 1V6,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,no,no,no,no,no,no,yes,no,no,no,no
297,COSTI Immigrant Services,"(43.720971, -79.512531)","1700 Wilson Avenue, Suite 206",Toronto,M3L 1A3,Ontario,no,http://www.costi.org/,info@costi.org,647-827-1292,no,yes,no,no,no,no,no,yes,no,no,no,no
298,COSTI Immigrant Services,"(43.678862, -79.443701)",1710 Dufferin Street,Toronto,M6E 3P2,Ontario,no,http://www.costi.org/,info@costi.org,416-658-1600,no,no,no,no,no,no,no,no,no,no,no,no
299,COSTI Immigrant Services,"(43.702615, -79.756392)","227 Vodden Street East, Unit 3",Brampton,L6V 1N2,Ontario,yes,http://www.costi.org/,info@costi.org,905-459-6700,no,yes,no,no,yes,no,no,yes,no,no,no,yes
300,COSTI Immigrant Services,"(43.582802, -79.765131)","6750 Winston Churchill Blvd, Unit A",Brampton,L5N 4C4,Ontario,yes,http://www.costi.org/,info@costi.org,905-567-0482,no,no,no,no,no,no,no,no,no,no,no,no
301,COSTI Immigrant Services,"(43.831563, -79.30754)",7220 Kennedy Road,Markham,L3R 7P2,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,no,no,yes,yes,no,no,no,no,no,no,no
302,COSTI Immigrant Services,"(43.655288, -79.419799)",760 College Street,Toronto,M6G 4A7,Ontario,no,http://www.costi.org/,info@costi.org,416-534-7400,no,yes,yes,no,no,no,no,yes,no,no,no,no
303,COSTI Immigrant Services,"(43.829769, -79.533229)","9100 Jane Street, Building H",Vaughan,L4K OA4,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,yes,no,yes,yes,no,no,yes,no,no,no,no
304,COSTI Immigrant Services,"(43.856619, -79.429301)",9325 Yonge Street,Richmond Hill,L4C 0A8,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,yes,no,yes,yes,no,no,yes,no,no,no,no
305,County of Wellington,"(43.70283, -80.380347)",321 St. Andrew Street West,Fergus,L8E 1G7,Ontario,no,http://www.wellington.ca/en/socialservices/settlementservices.asp,,519-837-2670 ext. 4819,no,yes,no,no,no,no,no,no,no,no,no,no
306,Cowichan Valley Intercultural and Immigrant Aid Society,"(48.778688, -123.706407)",205 - 394 Duncan Street,Duncan,V9L 3W4,British Columbia,no,http://www.cis-iwc.org,,250-748-3112,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes
307,Cultural Chats BC Association,"(49.226807, -122.965717)","6670 Stanley Street, Burnaby, BC",Burnaby,V5E 1T8,British Columbia,no,https://culturechats.org/,culturechats@gmail.com,604-600-9846,no,yes,no,no,no,no,no,no,yes,no,yes,no
308,CultureLink (Alexander Muir/Gladstone Junior and Senior Public School),"(43.646021, -79.428847)",108 Gladstone Ave.,Toronto,M6J 3L2,Ontario,no,http://www.culturelink.ca/,,416-393-9140,no,yes,no,no,no,no,no,no,yes,no,no,yes
309,Culturelink (Archbishop Romero Catholic Secondary School),"(43.680309, -79.481017)",99 Humber Blvd,Toronto,M6N 2H4,Ontario,no,http://www.culturelink.ca/,,416-393-5555,no,yes,no,no,no,no,no,no,yes,no,no,yes
310,Culturelink (Bishop Marrocco/Thomas Merton Catholic Secondary School),"(43.655858, -79.451808)",1515 Bloor Street West,Toronto,M6P 1A3,Ontario,no,http://www.culturelink.ca/,,416-393-5545,no,yes,no,no,no,no,no,no,yes,no,no,yes
311,Culturelink (Bloor Collegiate Institute),"(43.659246, -79.436797)",1141 Bloor Street West,Toronto,M6H 1M9 ,Ontario,no,http://www.culturelink.ca/,,416-393-1420,no,yes,no,no,no,no,no,no,yes,no,no,yes
312,CultureLink (Brock Junior Public School),"(43.653224, -79.437861)",388 Brock Ave.,Toronto,M6H3N3,Ontario,no,http://www.culturelink.ca/,,416-393-9245,no,yes,no,no,no,no,no,no,yes,no,no,yes
313,Culturelink (Central Technical School),"(43.662838, -79.408518)",725 Bathurst Street,Toronto,M5S 2R5,Ontario,no,http://www.culturelink.ca/,,416-393-0060,no,yes,no,no,no,no,no,no,yes,no,no,yes
314,Culturelink (Central Toronto Academy),"(43.657979, -79.421999)",570 Shaw Street,Toronto,M6G 3L6  ,Ontario,no,http://www.culturelink.ca/,,416-393-0030,no,yes,no,no,no,no,no,no,yes,no,no,yes
315,Culturelink (Charles G Fraser Junior Public School),"(43.648539, -79.409487)",79 Manning Avenue,Toronto,M6J 2K6,Ontario,no,http://www.culturelink.ca/,,416-393-1830,no,yes,no,no,no,no,no,no,yes,no,no,yes
316,Culturelink (Church Street Junior Public School),"(43.663608, -79.379178)",83 Alexander Street,Toronto,M4Y 1B7,Ontario,no,http://www.culturelink.ca/,,416-393-1250,no,yes,no,no,no,no,no,no,yes,no,no,yes
317,Culturelink (City Hall),"(43.652822, -79.383625)",100 Queen St W,Toronto,M5H 2N2,Ontario,no,http://www.culturelink.ca/,,416-392-2489,no,yes,no,no,no,no,no,no,yes,no,no,no
318,CultureLink (COSTI/ Ralph Chiodo Family Immigrant Reception Centre),"(43.657666, -79.407166)",100 Lippincott St.,Toronto,M5S 2P1,Ontario,no,http://www.culturelink.ca/,,416-922-6688,no,yes,no,no,no,no,no,no,yes,no,no,yes
319,CultureLink (Culturelink),"(43.656814, -79.452092)",2340 Dundas Street West,Toronto,M6P 4A9,Ontario,no,http://www.culturelink.ca/,,416-588-6288,no,yes,no,no,yes,no,no,no,yes,no,no,no
320,CultureLink (David Hornell Junior School),"(43.619342, -79.488897)",32 Victoria St.,Toronto,M8V 1M6,Ontario,no,http://www.culturelink.ca/,,416-394-7690,no,yes,no,no,no,no,no,no,yes,no,no,yes
321,CultureLink (Dundas Junior Public School),"(43.662078, -79.348686)",935 Dundas St. E,Toronto,M4M 1R4,Ontario,no,http://www.culturelink.ca/,,416-393-9565,no,yes,no,no,no,no,no,no,yes,no,no,yes
322,Culturelink (Eatonville Library),"(43.64614, -79.559338)",430 Burnhamthorpe Road,Toronto,M9B 2B1,Ontario,no,http://www.culturelink.ca/,,416-394-5270,no,yes,no,no,no,no,no,no,yes,no,no,no
323,CultureLink (Etienne Brule Junior School),"(43.635627, -79.489688)",50 Cloverhill Rd.,Toronto,M8Y 1T3,Ontario,no,http://www.culturelink.ca/,,416-394-7850,no,yes,no,no,no,no,no,no,yes,no,no,yes
324,Culturelink (Harbord Collegiate Institute,"(43.66129, -79.414267)",286 Harbord  Street,Toronto,M6G 1G5 ,Ontario,no,http://www.culturelink.ca/,,416-393-1650,no,yes,no,no,no,no,no,no,yes,no,no,yes
325,CultureLink (Holy Family/St.Josaphat),"(43.638828, -79.434712)",141 Close Ave.,Toronto,M6K 2V6,Ontario,no,http://www.culturelink.ca/,,416-393-5212,no,yes,no,no,no,no,no,no,yes,no,no,yes
326,Culturelink (Housing Connections),"(43.656238, -79.390778)",176 Elm Street,Toronto,M5T 3M4,Ontario,no,http://www.culturelink.ca/,,416-397-7400,no,yes,no,no,no,no,no,no,yes,no,no,no
327,CultureLink (Huron St Public School),"(43.670576, -79.402422)",541 Huron St.,Toronto,M5R2R6,Ontario,no,http://www.culturelink.ca/,,416-393-1570,no,yes,no,no,no,no,no,no,yes,no,no,yes
328,CultureLink (Islington Junior Middle School),"(43.647491, -79.52795)",44 Cordova Ave,Toronto,M9A 2H5,Ontario,no,http://www.culturelink.ca/,,416-394-7870,no,yes,no,no,no,no,no,no,yes,no,no,yes
329,Culturelink (Jarvis Collegiate Institute),"(43.666091, -79.377759)",495 Jarvis Street,Toronto,M4Y 2G8 ,Ontario,no,http://www.culturelink.ca/,,416-393-0140,no,yes,no,no,no,no,no,no,yes,no,no,yes
330,CultureLink (Jesse Ketchum Junior and Senior Public School),"(43.672991, -79.392143)",61 Davenport Road,Toronto, M5R 1H4,Ontario,no,http://www.culturelink.ca/,,416-393-1530,no,yes,no,no,no,no,no,no,yes,no,no,yes
331,CultureLink (John English JM),"(43.611864, -79.494421)",95 Mimico Ave,Toronto,M8V 1R4,Ontario,no,http://www.culturelink.ca/,,416-394-7660,no,yes,no,no,no,no,no,no,yes,no,no,yes
332,Culturelink (Keele Street Junior Public School),"(43.657516, -79.4616)",99 Mountview Avenue,Toronto,M6P 2L5 ,Ontario,no,http://www.culturelink.ca/,,416-393-9035,no,yes,no,no,no,no,no,no,yes,no,no,yes
333,Culturelink (Lakeshore Collegiate Institute),"(43.601572, -79.519164)",350 Kippling Avenue,Toronto,MSV 3L1 ,Ontario,no,http://www.culturelink.ca/,,416-394-7650,no,yes,no,no,no,no,no,no,yes,no,no,yes
334,Culturelink (Lillian H Smith Library),"(43.657926, -79.398386)",239 College Street,Toronto,M5T 1R5 ,Ontario,no,http://www.culturelink.ca/,,416-393-7746,no,yes,no,no,no,no,no,no,yes,no,no,no
335,Culturelink (Lord Dufferin Junior and Senior Public School),"(43.660825, -79.366955)",350 Parliament Street,Toronto,M5A 2Z7,Ontario,no,http://www.culturelink.ca/,,416-393-1760,no,yes,no,no,no,no,no,no,yes,no,no,yes
336,CultureLink (Market Lane Junior and Senior Public School),"(43.649859, -79.364745)",246 The Esplanade,Toronto,M5A 4J6,Ontario,no,http://www.culturelink.ca/,,416-393-1300,no,yes,no,no,no,no,no,no,yes,no,no,yes
337,CultureLink (Michael Power/St. Joseph High School),"(43.659299, -79.581987)",105 Eringate Drive,Toronto,M9C 3Z7,Ontario,no,http://www.culturelink.ca/,,416-393-5529,no,yes,no,no,no,no,no,no,yes,no,no,yes
338,Culturelink (Mimico Library),"(43.614802, -79.493745)",47 Station Road,Toronto,M8V 2R1,Ontario,no,http://www.culturelink.ca/,,416-394-5330,no,yes,no,no,no,no,no,no,yes,no,yes,no
339,Culturelink (Monsignor Fraser Orientation Centre),"(43.667255, -79.413751)",700 Markham Street,Toronto,M6G 2M3  ,Ontario,no,http://www.culturelink.ca/,,416-393-5500,no,yes,no,no,no,no,no,no,yes,no,no,yes
340,Culturelink (Monsignor Fraser-Isabella Campus),"(43.669749, -79.376959)",146 Isabella Street,Toronto,M4Y 1P6,Ontario,no,http://www.culturelink.ca/,,416-393-5533,no,yes,no,no,no,no,no,no,yes,no,no,yes
341,Culturelink (Nelson Mendela Park Public School),"(43.658185, -79.360917)",440 Shuter Street,Toronto,M5A 1X6,Ontario,no,http://www.culturelink.ca/,,416-393-1620,no,yes,no,no,no,no,no,no,yes,no,no,yes
342,CultureLink (Ogden Public School),"(43.650022, -79.39513)",33 Phoebe St.,Toronto,M5T 1A8,Ontario,no,http://www.culturelink.ca/,,416-393-9110,no,yes,no,no,no,no,no,no,yes,no,no,yes
343,Culturelink (Orde Street Junior Public School),"(43.658628, -79.39226)",18 Orde Street,Toronto,M5T 1N7,Ontario,no,http://www.culturelink.ca/,,416-393-1900,no,yes,no,no,no,no,no,no,yes,no,no,yes
344,Culturelink (Our Lady of Lourdes Catholic School),"(43.6899, -79.3853)",444 Sherboune Street,Toronto,M4T 1K2 ,Ontario,no,http://www.culturelink.ca/,,416-393-5221,no,yes,no,no,no,no,no,no,yes,no,no,yes
345,Culturelink (Our Lady of Victory Separate School),"(43.683661, -79.48983)",70 Guestville,Toronto,M6N 4N3,Ontario,no,http://www.culturelink.ca/,,416-393-5247,no,yes,no,no,no,no,no,no,yes,no,no,yes
346,Culturelink (Parkdale Collegiate Institute),"(43.639666, -79.436072)",209 Jameson Avenue,Toronto,M6K 2T3,Ontario,no,http://www.culturelink.ca/,,416-393-9000,no,yes,no,no,no,no,no,no,yes,no,no,yes
347,Culturelink (Parkdale Junior and Senior Public School ),"(43.643196, -79.436802)",78 Seaforth Avenue,Toronto,M6K 3L2 ,Ontario,no,http://www.culturelink.ca/,,416-393-1280,no,yes,no,no,no,no,no,no,yes,no,no,yes
348,Culturelink (Parklawn Junior Middle Public School),"(43.637715, -79.49645)",71 Ballacaine Drive,Toronto,M8Y 4B6,Ontario,no,http://www.culturelink.ca/,,416-394-7120,no,yes,no,no,no,no,no,no,yes,no,no,yes
349,CultureLink (Perth Avenue Public School),"(43.66284, -79.452423)",14 Ruskin Ave.,Toronto,M6P 3P8,Ontario,no,http://www.culturelink.ca/,,416-393-1410,no,yes,no,no,no,no,no,no,yes,no,no,yes
350,Culturelink (Queen Victoria Public School),"(43.63651, -79.435321)",100 Close Avenue,Toronto,M6K 2V3,Ontario,no,http://www.culturelink.ca/,,416-393-9200,no,yes,no,no,no,no,no,no,yes,no,no,yes
351,CultureLink (Rose Avenue Junior Public School),"(43.670317, -79.372788)",675 Ontario St.,Toronto,M4X 1N4,Ontario,no,http://www.culturelink.ca/,,416-393-1260,no,yes,no,no,no,no,no,no,yes,no,no,yes
352,Culturelink (Rose Avenue Junior Public School),"(43.670317, -79.372788)",675 Ontario Street,Toronto,M4X 1N4,Ontario,no,http://www.culturelink.ca/,,416-393-1260,no,yes,no,no,no,no,no,no,yes,no,no,yes
353,Culturelink (Ryerson Community School ),"(43.651282, -79.40238)",96 Denison Avenue,Toronto,M5T 1E4 ,Ontario,no,http://www.culturelink.ca/,,416-393-1340,no,yes,no,no,no,no,no,no,yes,no,no,yes
354,Culturelink (Sprucecourt Junior Public School),"(43.664495, -79.363833)",70 Spruce Street,Toronto,M5A 2J1 ,Ontario,no,http://www.culturelink.ca/,,416-393-1522,no,yes,no,no,no,no,no,no,yes,no,no,yes
355,Culturelink (St Joseph's College School),"(43.664437, -79.388865)",74 Wellesley Street,Toronto,M5S 1C4,Ontario,no,http://www.culturelink.ca/,,416-393-5514,no,yes,no,no,no,no,no,no,yes,no,no,yes
356,Culturelink (St Mary's Catholic Secondary School),"(43.657794, -79.432154)",66 Dufferin Park Avenue,Toronto,M6H 1J6,Ontario,no,http://www.culturelink.ca/,,416-393-5528,no,yes,no,no,no,no,no,no,yes,no,no,yes
357,CultureLink (St. Helen's Catholic School),"(43.652085, -79.436156)",1196 College St.,Toronto,M6H 1B8,Ontario,no,http://www.culturelink.ca/,,416-393-5208,no,yes,no,no,no,no,no,no,yes,no,no,yes
358,CultureLink (St. Marcellus),"(43.679792, -79.554225)",15 Denfield St,Toronto,M9R 3H2,Ontario,no,http://www.culturelink.ca/,,416-393-5311,no,yes,no,no,no,no,no,no,yes,no,no,yes
359,CultureLink (St. Mary of the Angels,"(43.672127, -79.440296)",1477 Dufferin Street,Toronto,M6H 4C7,Ontario,no,http://www.culturelink.ca/,,416-393-5228,no,yes,no,no,no,no,no,no,yes,no,no,yes
360,CultureLink (St. Mathew Catholic School),"(43.680585, -79.467972)",18 Lavendar Rd.,Toronto,M6N 2B5,Ontario,no,http://www.culturelink.ca/,,416-393-5240,no,yes,no,no,no,no,no,no,yes,no,no,yes
361,CultureLink (St. Michael Catholic School),"(43.647937, -79.36967)","50 George St., South",Toronto,M5A 4B2,Ontario,no,http://www.culturelink.ca/,,416-393-5387,no,yes,no,no,no,no,no,no,yes,no,no,yes
362,Culturelink (Wellesley Community Centre),"(43.667797, -79.374479)",495 Sherbourne Street,Toronto,M4X 1K7,Ontario,no,http://www.culturelink.ca/,,416-392-0227,no,yes,no,no,no,no,no,no,yes,no,no,no
363,CultureLink (Wellesley Place Employment and Social Services),"(43.666065, -79.378413)",111 Wellesley St E,Toronto,M4Y 3A7,Ontario,no,http://www.culturelink.ca/,,416-699-7215,no,yes,no,no,no,no,no,no,yes,no,no,no
364,Culturelink (West End Reception Centre),"(43.66243, -79.419834)",777 Bloor Street West,Toronto,M6G 1L6,Ontario,no,http://www.culturelink.ca/,,416-393-0542,no,yes,no,no,no,no,no,no,yes,no,no,yes
365,Culturelink (Western Technical & Commercial School),"(43.6571, -79.474585)",125 Evelyn Crescent,Toronto,M6P 3E3,Ontario,no,http://www.culturelink.ca/,,416-393-0500,no,yes,no,no,no,no,no,no,yes,no,no,yes
366,CultureLink Children and Youth Centre,"(43.665494, -79.490327)",3535 Dundas St. W.,Toronto,M6S 2S7,Ontario,no,http://www.culturelink.ca/,ngouda@culturelink.ca,416-766-6288,no,yes,no,no,yes,no,no,no,yes,no,no,yes
367,Cumberland College,"(52.856176, -103.73085)","503 - 2nd Street East, PO Box 2225",Nipawin,S0E 1E0,Saskatchewan,no,http://www.cumberlandcollege.sk.ca/,clamma@cumberlandcollege.sk.ca,306-873-3844,no,no,no,no,no,no,yes,yes,no,no,no,no
368,CutlureLink (St. Joseaphat),"(43.599299, -79.50906)",110 Tenth St.,Toronto,M8W 3P1,Ontario,no,http://www.culturelink.ca/,,416-393-5291,no,yes,no,no,no,no,no,no,yes,no,no,yes
369,Dawson Creek Literacy Society ,"(55.757919, -120.227638)",929 – 102 Avenue,Dawson Creek,V1G 2B5,British Columbia,no,http://dawsoncreekliteracy.ca/,,250-782-4211,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes
370,Decoda Literacy Solutions Society,"(49.330068, -123.152688)",1329 Duchess Avenue,West Vancouver,V7T 1H5,British Columbia,no,http://www.decoda.ca/,,,no,no,no,no,no,no,no,no,yes,no,no,yes
371,Decoda Literacy Solutions Society,"(49.150226, -122.85279)",13359 81 Ave,Surrey,V3W 3C5,British Columbia,no,http://www.decoda.ca/,,,no,no,no,no,no,no,no,no,yes,no,no,yes
372,Decoda Literacy Solutions Society,"(49.24968, -123.068776)",1750 E. 22nd Avenue,Vancouver,V5N 2P7,British Columbia,no,http://www.decoda.ca/,,,no,no,no,no,no,no,no,no,yes,no,no,yes
373,Decoda Literacy Solutions Society,"(49.3622, -123.0178)",307-2632 Library Lane,North Vancouver,V7J 0B8,British Columbia,no,http://www.decoda.ca/,,,no,no,no,no,no,no,no,no,yes,no,no,yes
374,Decoda Literacy Solutions Society,"(49.067869, -122.35649)",31321 Blueridge Dr,Abbotsford,V2T 6W2,British Columbia,no,http://www.decoda.ca/,,604-852-9665,no,no,no,no,no,no,no,no,yes,no,no,yes
375,Decoda Literacy Solutions Society,"(49.236397, -123.032241)",3417 Euclid Street,Vancouver,V5R 6H2,British Columbia,no,http://www.decoda.ca/,,604-713-5340,no,no,no,no,no,no,no,no,yes,no,no,yes
376,Decoda Literacy Solutions Society,"(49.154955, -123.174757)",4440 Blundell Road,Richmond,V7C 1G9,British Columbia,no,http://www.decoda.ca/,,604-668-7890,no,no,no,no,no,no,no,no,yes,no,no,yes
377,Decoda Literacy Solutions Society,"(49.22287, -122.999664)",4567 Imperial Street,Burnaby,V5J 1B7,British Columbia,no,http://www.decoda.ca/,,604-664-8344,no,no,no,no,no,no,no,no,yes,no,no,yes
378,Decoda Literacy Solutions Society,"(49.103929, -122.657047)",5409-206 Street,Langley,V3A 2C5,British Columbia,no,http://www.decoda.ca/,,,no,no,no,no,no,no,no,no,yes,no,no,yes
379,Decoda Literacy Solutions Society,"(49.221848, -122.941733)",7651 18th Avenue,Burnaby,V3N 1J1,British Columbia,no,http://www.decoda.ca/,,,no,no,no,no,no,no,no,no,yes,no,no,yes
380,Decoda Literacy Solutions Society,"(49.262145, -123.086774)",800 East Broadway,Vancouver,V5T 1Y1,British Columbia,no,http://www.decoda.ca/,,,no,no,no,no,no,no,no,no,yes,no,no,yes
381,Decoda Literacy Solutions Society,"(49.27874, -123.126386)",980-1125 Howe St,Vancouver,V6Z 2K8,British Columbia,no,http://www.decoda.ca/,,604-681-4199,no,no,no,no,no,no,no,no,yes,no,no,no
382,Delta School District No. 37 - Delview Adult Learning Centre,"(49.1551, -122.9124)",9115 - 116 Street,North Delta ,V4C 5W8,British Columbia,no,,,604-594-6100,no,no,no,no,no,no,no,yes,no,no,no,no
383,District scolaire francophone Sud,"(46.097875, -64.738099)",425 Champlain Street,Dieppe,E1A 1P2,New Brunswick,no,https://francophonesud.nbed.nb.ca/en,DSF-SInfo@nbed.nb.ca,506-856-3333,no,no,no,no,no,no,no,no,no,no,no,yes
384,District scolaire francophone Sud,"(45.294293, -66.11525)",67 Ragged Point Road,Saint John,E2K 5C3,New Brunswick,no,https://francophonesud.nbed.nb.ca/en,DSF-SInfo@nbed.nb.ca,506-658-4613,no,no,no,no,no,no,no,no,no,no,no,yes
385,District scolaire francophone Sud,"(45.94004, -66.653512)",715 Priestman Street,Fredericton,E3B 5W7,New Brunswick,no,https://francophonesud.nbed.nb.ca/en,DSF-SInfo@nbed.nb.ca,506-453-3991,no,no,no,no,no,no,no,no,no,no,no,yes
386,DIVERSEcity,"(49.136027, -122.842594)",1107 - 7330 137th Street,Surrey,V3W 1A3 ,British Columbia,no,http://www.dcrs.ca/,info@dcrs.ca,604-547-1203,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes
387,DIVERSEcity,"(49.141073, -122.849543)",13455 76th Avenue,Surrey,V3W 2W3,British Columbia,no,http://www.dcrs.ca/,info@dcrs.ca,604-547-1200,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
388,DIVERSEcity,"(49.136039, -122.845248)",201 - 7330 King George Boulevard,Surrey,V3W 5A5,British Columbia,no,http://www.dcrs.ca/,info@dcrs.ca,604-547-1200,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
389,Diversis ,"(47.364409, -68.328094)","5 Hill Street, 2nd Floor",Edmundston,E3V 1H7,New Brunswick,no,http://www.talentnb.ca/en,info@talentnb.ca,506-737-9602,no,no,no,no,no,no,no,no,yes,no,no,no
390,Dixie Bloor Neighbourhood Centre,"(43.617983, -79.595152)",3415 Dixie Road,Mississauga,L4Y 2A9,Ontario,yes,http://www.dixiebloor.ca,,905-206-0755,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no
391,Dixie Bloor Neighbourhood Centre,"(43.624499, -79.588803)",3431 Fieldgate Drive,Mississauga,L4X 2J4,Ontario,yes,http://www.dixiebloor.ca,,905-629-3553,no,no,no,no,no,no,no,yes,yes,no,no,no
